frame,arquivo,gt,pred,levenshtein,acerto_por_letra,conf_media
128,frame_000128.jpg,OFZELDA,,7,0.0,18.2
129,frame_000129.jpg,OFZELDA,,7,0.0,18.2
130,frame_000130.jpg,OFZELDA,,7,0.0,18.2
131,frame_000131.jpg,OFZELDA,,7,0.0,18.2
132,frame_000132.jpg,OFZELDA,,7,0.0,18.2
133,frame_000133.jpg,OFZELDA,,7,0.0,18.2
134,frame_000134.jpg,OFZELDA,,7,0.0,18.2
135,frame_000135.jpg,OFZELDA,,7,0.0,18.2
136,frame_000136.jpg,OFZELDA,,7,0.0,18.2
137,frame_000137.jpg,OFZELDA,,7,0.0,18.2
138,frame_000138.jpg,OFZELDA,,7,0.0,18.2
139,frame_000139.jpg,OFZELDA,,7,0.0,18.2
140,frame_000140.jpg,OFZELDA,,7,0.0,18.2
141,frame_000141.jpg,OFZELDA,,7,0.0,18.2
142,frame_000142.jpg,OFZELDA,,7,0.0,18.2
143,frame_000143.jpg,OFZELDA,,7,0.0,18.2
144,frame_000144.jpg,OFZELDA,,7,0.0,18.2
145,frame_000145.jpg,OFZELDA,,7,0.0,18.2
146,frame_000146.jpg,BYE4O1K,,7,0.0,18.2
147,frame_000147.jpg,BYE4O1K,,7,0.0,18.2
148,frame_000148.jpg,BYE4O1K,,7,0.0,18.2
149,frame_000149.jpg,BYE4O1K,,7,0.0,18.2
150,frame_000150.jpg,BYE4O1K,,7,0.0,18.2
151,frame_000151.jpg,BYE4O1K,,7,0.0,18.2
152,frame_000152.jpg,BYE4O1K,,7,0.0,18.2
153,frame_000153.jpg,BYE4O1K,,7,0.0,18.2
154,frame_000154.jpg,BYE4O1K,,7,0.0,18.2
155,frame_000155.jpg,BYE4O1K,,7,0.0,18.2
156,frame_000156.jpg,BYE4O1K,,7,0.0,18.2
157,frame_000157.jpg,BYE4O1K,,7,0.0,18.2
158,frame_000158.jpg,BYE4O1K,,7,0.0,18.2
159,frame_000159.jpg,BYE4O1K,,7,0.0,18.2
160,frame_000160.jpg,BYE4O1K,,7,0.0,18.2
161,frame_000161.jpg,MUAHAHA,,7,0.0,20.33
162,frame_000162.jpg,MUAHAHA,,7,0.0,20.33
163,frame_000163.jpg,MUAHAHA,,7,0.0,20.33
164,frame_000164.jpg,MUAHAHA,,7,0.0,20.33
165,frame_000165.jpg,MUAHAHA,,7,0.0,20.33
166,frame_000166.jpg,MUAHAHA,,7,0.0,20.33
167,frame_000167.jpg,MUAHAHA,,7,0.0,20.33
168,frame_000168.jpg,MUAHAHA,,7,0.0,20.33
169,frame_000169.jpg,MUAHAHA,,7,0.0,20.33
170,frame_000170.jpg,MUAHAHA,,7,0.0,20.33
171,frame_000171.jpg,MUAHAHA,,7,0.0,20.33
172,frame_000172.jpg,MUAHAHA,,7,0.0,20.33
173,frame_000173.jpg,MUAHAHA,,7,0.0,20.33
174,frame_000174.jpg,MUAHAHA,,7,0.0,20.33
175,frame_000175.jpg,MUAHAHA,,7,0.0,20.33
176,frame_000176.jpg,MUAHAHA,,7,0.0,20.33
177,frame_000177.jpg,MUAHAHA,,7,0.0,20.33
178,frame_000178.jpg,MUAHAHA,,7,0.0,20.33
179,frame_000179.jpg,MUAHAHA,,7,0.0,20.33
180,frame_000180.jpg,MUAHAHA,,7,0.0,20.33
181,frame_000181.jpg,MUAHAHA,,7,0.0,20.33
182,frame_000182.jpg,MUAHAHA,,7,0.0,20.33
183,frame_000183.jpg,MUAHAHA,,7,0.0,20.33
184,frame_000184.jpg,ORINNIE,,7,0.0,18.2
185,frame_000185.jpg,ORINNIE,,7,0.0,18.2
186,frame_000186.jpg,ORINNIE,,7,0.0,18.2
187,frame_000187.jpg,ORINNIE,,7,0.0,18.2
188,frame_000188.jpg,ORINNIE,,7,0.0,18.2
189,frame_000189.jpg,ORINNIE,,7,0.0,18.2
190,frame_000190.jpg,ORINNIE,,7,0.0,18.2
191,frame_000191.jpg,ORINNIE,,7,0.0,18.2
192,frame_000192.jpg,ORINNIE,,7,0.0,18.2
193,frame_000193.jpg,ORINNIE,,7,0.0,18.2
194,frame_000194.jpg,ORINNIE,,7,0.0,18.2
195,frame_000195.jpg,ORINNIE,,7,0.0,18.2
196,frame_000196.jpg,ORINNIE,,7,0.0,18.2
197,frame_000197.jpg,ORINNIE,,7,0.0,18.2
198,frame_000198.jpg,ORINNIE,,7,0.0,18.2
199,frame_000199.jpg,ORINNIE,,7,0.0,18.2
200,frame_000200.jpg,ORINNIE,,7,0.0,18.2
201,frame_000201.jpg,ORINNIE,,7,0.0,18.2
202,frame_000202.jpg,ORINNIE,,7,0.0,18.2
203,frame_000203.jpg,NBEYOND,,7,0.0,21.15
204,frame_000204.jpg,NBEYOND,,7,0.0,21.15
205,frame_000205.jpg,NBEYOND,,7,0.0,21.15
206,frame_000206.jpg,NBEYOND,,7,0.0,21.15
207,frame_000207.jpg,NBEYOND,,7,0.0,21.15
208,frame_000208.jpg,NBEYOND,,7,0.0,21.15
209,frame_000209.jpg,NBEYOND,,7,0.0,21.15
210,frame_000210.jpg,NBEYOND,,7,0.0,21.15
211,frame_000211.jpg,NBEYOND,,7,0.0,21.15
212,frame_000212.jpg,NBEYOND,,7,0.0,21.15
213,frame_000213.jpg,NBEYOND,,7,0.0,21.15
214,frame_000214.jpg,NBEYOND,,7,0.0,18.2
215,frame_000215.jpg,NBEYOND,,7,0.0,18.2
216,frame_000216.jpg,NBEYOND,,7,0.0,18.2
217,frame_000217.jpg,NBEYOND,,7,0.0,18.2
218,frame_000218.jpg,NBEYOND,,7,0.0,18.2
219,frame_000219.jpg,NBEYOND,,7,0.0,18.2
220,frame_000220.jpg,NBEYOND,,7,0.0,18.2
221,frame_000221.jpg,NBEYOND,,7,0.0,18.2
222,frame_000222.jpg,NBEYOND,,7,0.0,18.2
223,frame_000223.jpg,NBEYOND,,7,0.0,18.2
224,frame_000224.jpg,NBEYOND,,7,0.0,18.2
225,frame_000225.jpg,TOYYODA,CN,7,0.0,13.0
226,frame_000226.jpg,TOYYODA,ES,7,0.0,14.56
227,frame_000227.jpg,TOYYODA,EE,7,0.0,14.11
228,frame_000228.jpg,TOYYODA,EE,7,0.0,14.11
229,frame_000229.jpg,TOYYODA,EE,7,0.0,14.11
230,frame_000230.jpg,TOYYODA,EE,7,0.0,14.11
231,frame_000231.jpg,TOYYODA,EE,7,0.0,14.11
232,frame_000232.jpg,TOYYODA,EE,7,0.0,14.11
233,frame_000233.jpg,TOYYODA,EE,7,0.0,14.11
234,frame_000234.jpg,TOYYODA,EE,7,0.0,14.11
235,frame_000235.jpg,TOYYODA,EE,7,0.0,14.11
236,frame_000236.jpg,TOYYODA,EE,7,0.0,14.11
237,frame_000237.jpg,TOYYODA,EE,7,0.0,14.11
238,frame_000238.jpg,TOYYODA,EE,7,0.0,14.11
239,frame_000239.jpg,TOYYODA,EE,7,0.0,14.11
240,frame_000240.jpg,TOYYODA,EE,7,0.0,14.11
241,frame_000241.jpg,TOYYODA,EE,7,0.0,14.11
242,frame_000242.jpg,TOYYODA,EE,7,0.0,14.11
243,frame_000243.jpg,TOYYODA,EE,7,0.0,14.11
244,frame_000244.jpg,INEED2P,,7,0.0,18.2
245,frame_000245.jpg,INEED2P,,7,0.0,18.2
246,frame_000246.jpg,INEED2P,,7,0.0,18.2
247,frame_000247.jpg,INEED2P,,7,0.0,18.2
248,frame_000248.jpg,INEED2P,,7,0.0,18.2
249,frame_000249.jpg,INEED2P,,7,0.0,18.2
250,frame_000250.jpg,INEED2P,,7,0.0,18.2
251,frame_000251.jpg,INEED2P,,7,0.0,18.2
252,frame_000252.jpg,INEED2P,,7,0.0,18.2
253,frame_000253.jpg,INEED2P,,7,0.0,18.2
254,frame_000254.jpg,INEED2P,,7,0.0,18.2
255,frame_000255.jpg,INEED2P,,7,0.0,18.2
256,frame_000256.jpg,INEED2P,,7,0.0,18.2
257,frame_000257.jpg,INEED2P,,7,0.0,18.2
258,frame_000258.jpg,INEED2P,,7,0.0,18.2
259,frame_000259.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
260,frame_000260.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
261,frame_000261.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
262,frame_000262.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
263,frame_000263.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
264,frame_000264.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
265,frame_000265.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
266,frame_000266.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
267,frame_000267.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
268,frame_000268.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
269,frame_000269.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
270,frame_000270.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
271,frame_000271.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
272,frame_000272.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
273,frame_000273.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
274,frame_000274.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
275,frame_000275.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
276,frame_000276.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
277,frame_000277.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
278,frame_000278.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
279,frame_000279.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
280,frame_000280.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
281,frame_000281.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
282,frame_000282.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
283,frame_000283.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
284,frame_000284.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
285,frame_000285.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
286,frame_000286.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
287,frame_000287.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
288,frame_000288.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
289,frame_000289.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
290,frame_000290.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
291,frame_000291.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
292,frame_000292.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
293,frame_000293.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
294,frame_000294.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
295,frame_000295.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
296,frame_000296.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.07
297,frame_000297.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.0
298,frame_000298.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
299,frame_000299.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
300,frame_000300.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
301,frame_000301.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
302,frame_000302.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
303,frame_000303.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
304,frame_000304.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
305,frame_000305.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
306,frame_000306.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
307,frame_000307.jpg,88B88BB,THISGUYSBEENTROLLINGCOPSSINCE198B,31,0.0,50.13
