arquivo,classe_id,x1,y1,x2,y2,conf,save_dir,crop_dir
frame_000051.jpg,0,234,460,369,493,0.7806167006492615,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000052.jpg,0,235,461,369,495,0.7932140231132507,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000053.jpg,0,238,462,371,498,0.7681298851966858,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000054.jpg,0,241,463,371,499,0.7882900834083557,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000055.jpg,0,239,464,371,500,0.7861546277999878,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000056.jpg,0,240,466,371,502,0.7756240367889404,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000057.jpg,0,240,468,372,503,0.7375025749206543,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000058.jpg,0,241,470,373,505,0.7111396193504333,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000059.jpg,0,242,471,373,506,0.7348155975341797,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000060.jpg,0,239,473,372,509,0.758123517036438,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000061.jpg,0,240,475,372,510,0.7803670763969421,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000062.jpg,0,240,475,371,511,0.7929683923721313,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000063.jpg,0,240,476,372,512,0.8045854568481445,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000064.jpg,0,239,476,371,513,0.8336967825889587,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000065.jpg,0,240,476,371,513,0.8535246849060059,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000066.jpg,0,239,478,371,514,0.8525527119636536,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000067.jpg,0,240,479,371,515,0.8407055735588074,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000068.jpg,0,240,481,372,516,0.8113349080085754,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000069.jpg,0,239,482,372,516,0.7862763404846191,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000070.jpg,0,238,483,372,517,0.7602079510688782,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000071.jpg,0,236,485,372,517,0.7758358716964722,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000072.jpg,0,237,485,372,519,0.7976667881011963,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000073.jpg,0,235,486,370,520,0.798206627368927,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000074.jpg,0,235,486,368,520,0.8086544275283813,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000075.jpg,0,233,486,368,522,0.818962812423706,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000076.jpg,0,232,487,368,523,0.8267746567726135,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000077.jpg,0,232,487,366,523,0.8230111598968506,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000078.jpg,0,231,487,364,523,0.8307284116744995,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000079.jpg,0,232,487,363,523,0.8360620737075806,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000080.jpg,0,230,488,360,524,0.8282464742660522,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000081.jpg,0,230,488,360,524,0.8260315656661987,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000082.jpg,0,230,487,360,524,0.8248977661132812,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000083.jpg,0,229,486,359,523,0.8238105177879333,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000084.jpg,0,229,487,358,523,0.8237541317939758,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000085.jpg,0,228,487,358,522,0.8401411175727844,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000086.jpg,0,227,486,357,521,0.8447049856185913,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000087.jpg,0,226,486,355,520,0.8381484746932983,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000088.jpg,0,225,485,356,520,0.8471437692642212,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000089.jpg,0,146,384,372,440,0.844370424747467,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000090.jpg,0,150,383,374,439,0.8491395711898804,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000091.jpg,0,151,381,381,439,0.8535783886909485,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000092.jpg,0,155,379,383,440,0.8458607196807861,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000093.jpg,0,156,382,385,438,0.8445781469345093,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000094.jpg,0,156,382,385,439,0.8416957855224609,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000095.jpg,0,155,383,385,440,0.8313963413238525,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000096.jpg,0,153,384,384,440,0.8299128413200378,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000097.jpg,0,154,385,383,442,0.8328031301498413,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000098.jpg,0,156,385,384,445,0.83649742603302,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000099.jpg,0,156,387,385,446,0.8233090043067932,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000100.jpg,0,156,390,386,446,0.8250090479850769,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
frame_000101.jpg,0,157,391,385,447,0.8162768483161926,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python,C:\Users\isabel_martins\Documents\ASCAN\Computação Cognitiva\Desafio\runs\detect\predict_python\crops\plate
