arquivo,texto_bruto,texto_limpo,conf_media
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000050_pad32_0.jpg,FEWABUG,FEWABUG,4.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000051_pad32_0.jpg,FEWABUG,FEWABUG,4.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000052_pad32_0.jpg,FEWABUG,FEWABUG,4.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000053_pad32_0.jpg,FEWABUG,FEWABUG,4.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000054_pad32_0.jpg,FF BUG,FFBUG,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000055_pad32_0.jpg,FF BUG,FFBUG,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000056_pad32_0.jpg,FF BUG,FFBUG,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000057_pad32_0.jpg,FF BUG,FFBUG,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000058_pad32_0.jpg,FF BUG,FFBUG,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000059_pad32_0.jpg,FF BUG,FFBUG,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000060_pad32_0.jpg,FF BUG,FFBUG,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000061_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000062_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000063_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000064_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000065_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000066_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000067_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000068_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000069_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000070_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000071_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000072_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000073_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000074_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000075_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000076_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000077_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000078_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000079_pad32_0.jpg,PIKA CHU,PIKACHU,15.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000080_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000081_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000082_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000083_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000084_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000085_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000086_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000087_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000088_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000089_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000090_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000091_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000092_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000093_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000094_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000095_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000096_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000097_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000098_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000099_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000100_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000101_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000102_pad32_0.jpg,ST,ST,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000103_pad32_0.jpg,ST,ST,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000104_pad32_0.jpg,ST,ST,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000105_pad32_0.jpg,ST,ST,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000106_pad32_0.jpg,ST,ST,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000107_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000108_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000109_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000110_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000111_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000112_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000113_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000114_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000115_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000116_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000117_pad32_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000118_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000119_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000120_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000121_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000122_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000123_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000124_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000125_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000126_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000127_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000128_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000129_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000130_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000131_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000132_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000133_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000134_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000135_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000136_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000137_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000138_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000139_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000140_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000141_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000142_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000143_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000144_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000145_pad32_0.jpg,IOFZELDA,IOFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000146_pad32_0.jpg,EW,EW,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000147_pad32_0.jpg,EW,EW,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000148_pad32_0.jpg,EW,EW,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000149_pad32_0.jpg,EW,EW,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000150_pad32_0.jpg,EW,EW,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000151_pad32_0.jpg,EW,EW,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000152_pad32_0.jpg,EW,EW,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000153_pad32_0.jpg,EW,EW,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000154_pad32_0.jpg,EW,EW,-0.8
