frame,arquivo,gt,pred,levenshtein,acerto_por_letra,conf_media
21,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000021_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,17.2
22,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000022_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
23,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000023_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
24,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000024_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
25,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000025_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
26,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000026_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
27,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000027_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
28,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000028_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
29,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000029_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
30,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000030_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
31,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000031_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
32,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000032_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
33,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000033_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
34,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000034_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
35,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000035_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
36,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000036_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
37,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000037_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
38,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000038_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
39,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000039_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
40,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000040_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
41,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000041_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
42,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000042_pad16_0.jpg,TIMELESS,TIMELESS,0,1.0,15.6
43,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000043_pad16_0.jpg,EEWABUG,FEWOBUG,2,0.7143,-0.8
44,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000044_pad16_0.jpg,EEWABUG,FEWOBUG,2,0.7143,-0.8
45,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000045_pad16_0.jpg,EEWABUG,FEWOBUG,2,0.7143,-0.8
46,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000046_pad16_0.jpg,EEWABUG,FEWOBUG,2,0.7143,-0.8
47,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000047_pad16_0.jpg,EEWABUG,FEWOBUG,2,0.7143,-0.8
48,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000048_pad16_0.jpg,EEWABUG,FEWOBUG,2,0.7143,-0.8
49,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000049_pad16_0.jpg,EEWABUG,FEWOBUG,2,0.7143,-0.8
50,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000050_pad16_0.jpg,EEWABUG,FEWOBUG,2,0.7143,-0.8
51,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000051_pad16_0.jpg,EEWABUG,FEWOBUG,2,0.7143,-0.8
52,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000052_pad16_0.jpg,EEWABUG,FEWOBUG,2,0.7143,-0.8
53,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000053_pad16_0.jpg,EEWABUG,FEWOBUG,2,0.7143,-0.8
54,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000054_pad16_0.jpg,EEWABUG,,7,0.0,-1.0
55,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000055_pad16_0.jpg,EEWABUG,,7,0.0,-1.0
56,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000056_pad16_0.jpg,EEWABUG,,7,0.0,-1.0
57,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000057_pad16_0.jpg,EEWABUG,,7,0.0,-1.0
58,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000058_pad16_0.jpg,EEWABUG,,7,0.0,-1.0
59,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000059_pad16_0.jpg,EEWABUG,,7,0.0,-1.0
60,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000060_pad16_0.jpg,EEWABUG,,7,0.0,-1.0
61,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000061_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
62,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000062_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
63,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000063_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
64,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000064_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
65,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000065_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
66,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000066_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
67,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000067_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
68,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000068_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
69,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000069_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
70,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000070_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
71,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000071_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
72,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000072_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
73,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000073_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
74,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000074_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
75,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000075_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
76,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000076_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
77,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000077_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
78,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000078_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
79,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000079_pad16_0.jpg,PIKACHU,PIKACHU7,1,0.8571,18.3
80,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000080_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
81,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000081_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
82,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000082_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
83,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000083_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
84,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000084_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
85,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000085_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
86,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000086_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
87,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000087_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
88,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000088_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
89,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000089_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
90,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000090_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
91,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000091_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
92,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000092_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
93,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000093_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
94,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000094_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
95,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000095_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
96,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000096_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
97,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000097_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
98,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000098_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
99,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000099_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
100,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000100_pad16_0.jpg,OHIFIT,,6,0.0,-1.0
101,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000101_pad16_0.jpg,EWGAS,VEIS,4,0.2,-0.8
102,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000102_pad16_0.jpg,EWGAS,S,4,0.2,10.8
103,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000103_pad16_0.jpg,EWGAS,S,4,0.2,10.8
104,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000104_pad16_0.jpg,EWGAS,S,4,0.2,10.8
105,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000105_pad16_0.jpg,EWGAS,S,4,0.2,10.8
106,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000106_pad16_0.jpg,EWGAS,S,4,0.2,10.8
107,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000107_pad16_0.jpg,EWGAS,RES,4,0.2,8.6
108,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000108_pad16_0.jpg,EWGAS,RES,4,0.2,8.6
109,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000109_pad16_0.jpg,EWGAS,RES,4,0.2,8.6
110,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000110_pad16_0.jpg,EWGAS,RES,4,0.2,8.6
111,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000111_pad16_0.jpg,EWGAS,RES,4,0.2,8.6
112,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000112_pad16_0.jpg,EWGAS,RES,4,0.2,8.6
113,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000113_pad16_0.jpg,EWGAS,RES,4,0.2,8.6
114,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000114_pad16_0.jpg,EWGAS,RES,4,0.2,8.6
115,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000115_pad16_0.jpg,EWGAS,RES,4,0.2,8.6
116,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000116_pad16_0.jpg,EWGAS,RES,4,0.2,8.6
117,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000117_pad16_0.jpg,EWGAS,RES,4,0.2,8.6
118,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000118_pad16_0.jpg,OFZELDA,OFZELDAI,1,0.8571,-0.8
119,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000119_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
120,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000120_pad16_0.jpg,OFZELDA,OFZELDAI,1,0.8571,-0.8
121,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000121_pad16_0.jpg,OFZELDA,OFZELDAI,1,0.8571,-0.8
122,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000122_pad16_0.jpg,OFZELDA,OFZELDAI,1,0.8571,-0.8
123,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000123_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
124,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000124_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
125,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000125_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
126,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000126_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
127,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000127_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
128,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000128_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
129,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000129_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
130,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000130_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
131,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000131_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
132,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000132_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
133,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000133_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
134,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000134_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
135,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000135_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
136,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000136_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
137,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000137_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
