arquivo,texto_bruto,texto_limpo,conf_media
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000038_pad16_0.jpg,TIMELESS,TIMELESS,15.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000039_pad16_0.jpg,TIMELESS,TIMELESS,15.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000040_pad16_0.jpg,TIMELESS,TIMELESS,15.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000041_pad16_0.jpg,TIMELESS,TIMELESS,15.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000042_pad16_0.jpg,TIMELESS,TIMELESS,15.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000043_pad16_0.jpg,FEWOBUG,FEWOBUG,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000044_pad16_0.jpg,FEWOBUG,FEWOBUG,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000045_pad16_0.jpg,FEWOBUG,FEWOBUG,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000046_pad16_0.jpg,FEWOBUG,FEWOBUG,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000047_pad16_0.jpg,FEWOBUG,FEWOBUG,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000048_pad16_0.jpg,FEWOBUG,FEWOBUG,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000049_pad16_0.jpg,FEWOBUG,FEWOBUG,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000050_pad16_0.jpg,FEWOBUG,FEWOBUG,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000051_pad16_0.jpg,FEWOBUG,FEWOBUG,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000052_pad16_0.jpg,FEWOBUG,FEWOBUG,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000053_pad16_0.jpg,FEWOBUG,FEWOBUG,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000054_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000055_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000056_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000057_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000058_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000059_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000060_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000061_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000062_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000063_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000064_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000065_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000066_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000067_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000068_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000069_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000070_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000071_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000072_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000073_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000074_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000075_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000076_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000077_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000078_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000079_pad16_0.jpg,PIKACHU 7,PIKACHU7,18.3
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000080_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000081_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000082_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000083_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000084_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000085_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000086_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000087_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000088_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000089_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000090_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000091_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000092_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000093_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000094_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000095_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000096_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000097_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000098_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000099_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000100_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000101_pad16_0.jpg,VEIS,VEIS,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000102_pad16_0.jpg,S,S,10.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000103_pad16_0.jpg,S,S,10.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000104_pad16_0.jpg,S,S,10.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000105_pad16_0.jpg,S,S,10.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000106_pad16_0.jpg,S,S,10.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000107_pad16_0.jpg,RES,RES,8.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000108_pad16_0.jpg,RES,RES,8.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000109_pad16_0.jpg,RES,RES,8.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000110_pad16_0.jpg,RES,RES,8.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000111_pad16_0.jpg,RES,RES,8.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000112_pad16_0.jpg,RES,RES,8.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000113_pad16_0.jpg,RES,RES,8.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000114_pad16_0.jpg,RES,RES,8.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000115_pad16_0.jpg,RES,RES,8.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000116_pad16_0.jpg,RES,RES,8.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000117_pad16_0.jpg,RES,RES,8.6
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000118_pad16_0.jpg,OFZELDAI,OFZELDAI,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000119_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000120_pad16_0.jpg,OFZELDAI,OFZELDAI,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000121_pad16_0.jpg,OFZELDAI,OFZELDAI,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000122_pad16_0.jpg,OFZELDAI,OFZELDAI,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000123_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000124_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000125_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000126_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000127_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000128_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000129_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000130_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000131_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000132_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000133_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000134_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000135_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000136_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000137_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000138_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000139_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000140_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000141_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000142_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000143_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000144_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000145_pad16_0.jpg,OFZELDA,OFZELDA,-0.8
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000146_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000147_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000148_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000149_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000150_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000151_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000152_pad16_0.jpg,,,-1.0
C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000153_pad16_0.jpg,,,-1.0
