frame,arquivo,gt,pred,levenshtein,acerto_por_letra,conf_media
33,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000033_pad8_0.jpg,TIMELESS,TIMELESS,0,1.0,5.8
34,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000034_pad8_0.jpg,TIMELESS,TIMELESS,0,1.0,5.8
35,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000035_pad8_0.jpg,TIMELESS,TIMELESS,0,1.0,5.8
36,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000036_pad8_0.jpg,TIMELESS,TIMELESS,0,1.0,5.8
37,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000037_pad8_0.jpg,TIMELESS,TIMELESS,0,1.0,5.8
38,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000038_pad8_0.jpg,TIMELESS,TIMELESS,0,1.0,5.8
39,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000039_pad8_0.jpg,TIMELESS,TIMELESS,0,1.0,5.8
40,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000040_pad8_0.jpg,TIMELESS,TIMELESS,0,1.0,5.8
41,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000041_pad8_0.jpg,TIMELESS,TIMELESS,0,1.0,5.8
42,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000042_pad8_0.jpg,TIMELESS,TIMELESS,0,1.0,5.8
43,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000043_pad8_0.jpg,EEWABUG,EEWABUG,0,1.0,-0.8
44,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000044_pad8_0.jpg,EEWABUG,EEWABUG,0,1.0,-0.8
45,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000045_pad8_0.jpg,EEWABUG,EEWABUG,0,1.0,-0.8
46,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000046_pad8_0.jpg,EEWABUG,EEWABUG,0,1.0,-0.8
47,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000047_pad8_0.jpg,EEWABUG,EEWABUG,0,1.0,-0.8
48,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000048_pad8_0.jpg,EEWABUG,EEWABUG,0,1.0,-0.8
49,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000049_pad8_0.jpg,EEWABUG,EEWABUG,0,1.0,-0.8
50,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000050_pad8_0.jpg,EEWABUG,EEWABUG,0,1.0,-0.8
51,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000051_pad8_0.jpg,EEWABUG,EEWABUG,0,1.0,-0.8
52,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000052_pad8_0.jpg,EEWABUG,EEWABUG,0,1.0,-0.8
53,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000053_pad8_0.jpg,EEWABUG,EEWABUG,0,1.0,-0.8
54,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000054_pad8_0.jpg,EEWABUG,FFWABUG,2,0.7143,-0.8
55,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000055_pad8_0.jpg,EEWABUG,FFWABUG,2,0.7143,-0.8
56,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000056_pad8_0.jpg,EEWABUG,FFWABUG,2,0.7143,-0.8
57,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000057_pad8_0.jpg,EEWABUG,FFWABUG,2,0.7143,-0.8
58,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000058_pad8_0.jpg,EEWABUG,FFWABUG,2,0.7143,-0.8
59,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000059_pad8_0.jpg,EEWABUG,FFWABUG,2,0.7143,-0.8
60,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000060_pad8_0.jpg,EEWABUG,FFWABUG,2,0.7143,-0.8
61,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000061_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
62,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000062_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
63,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000063_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
64,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000064_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
65,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000065_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
66,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000066_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
67,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000067_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
68,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000068_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
69,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000069_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
70,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000070_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
71,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000071_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
72,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000072_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
73,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000073_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
74,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000074_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
75,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000075_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
76,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000076_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
77,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000077_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
78,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000078_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
79,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000079_pad8_0.jpg,PIKACHU,PIKACHU,0,1.0,18.2
80,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000080_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
81,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000081_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
82,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000082_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
83,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000083_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
84,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000084_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
85,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000085_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
86,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000086_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
87,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000087_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
88,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000088_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
89,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000089_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
90,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000090_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
91,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000091_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
92,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000092_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
93,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000093_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
94,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000094_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
95,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000095_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
96,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000096_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
97,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000097_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
98,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000098_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
99,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000099_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
100,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000100_pad8_0.jpg,OHIFIT,,6,0.0,-1.0
101,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000101_pad8_0.jpg,EWGAS,BOS,4,0.2,9.4
102,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000102_pad8_0.jpg,EWGAS,BOS,4,0.2,9.2
103,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000103_pad8_0.jpg,EWGAS,BOS,4,0.2,9.2
104,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000104_pad8_0.jpg,EWGAS,BOS,4,0.2,9.2
105,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000105_pad8_0.jpg,EWGAS,BOS,4,0.2,9.2
106,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000106_pad8_0.jpg,EWGAS,BOS,4,0.2,9.2
107,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000107_pad8_0.jpg,EWGAS,,5,0.0,-1.0
108,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000108_pad8_0.jpg,EWGAS,,5,0.0,-1.0
109,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000109_pad8_0.jpg,EWGAS,,5,0.0,-1.0
110,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000110_pad8_0.jpg,EWGAS,,5,0.0,-1.0
111,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000111_pad8_0.jpg,EWGAS,,5,0.0,-1.0
112,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000112_pad8_0.jpg,EWGAS,,5,0.0,-1.0
113,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000113_pad8_0.jpg,EWGAS,,5,0.0,-1.0
114,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000114_pad8_0.jpg,EWGAS,,5,0.0,-1.0
115,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000115_pad8_0.jpg,EWGAS,,5,0.0,-1.0
116,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000116_pad8_0.jpg,EWGAS,,5,0.0,-1.0
117,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000117_pad8_0.jpg,EWGAS,,5,0.0,-1.0
118,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000118_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
119,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000119_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
120,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000120_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
121,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000121_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
122,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000122_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
123,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000123_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
124,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000124_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
125,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000125_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
126,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000126_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
127,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000127_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
128,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000128_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
129,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000129_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
130,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000130_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
131,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000131_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
132,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000132_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
133,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000133_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
134,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000134_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
135,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000135_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
136,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000136_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
137,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000137_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
138,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000138_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
139,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_oito\placa\frame_000139_pad8_0.jpg,OFZELDA,OFZELDA,0,1.0,22.0
